Index,Number,Name,Type-1,Type-2,Total,HP,Attack,Defense,Sp-Atk,Sp-Def,Speed,Egg-Group-1,Egg-Group-2,Experience-type,XP-Mult,HP-base,HP/Nv,FOR,DES,CON,INT,SAB,CAR,Armor
1019,861,Grimmsnarl,DARK,FAIRY,510,95,120,65,95,75,60,Fairy,Human-Like,Medium-Fast,5,20,5,15,8,9,12,10,3d4,5
1020,862,Obstagoon,DARK,NORMAL,520,93,90,101,60,81,95,Field,,Medium-Fast,5,19,5,12,12,12,8,11,3d4,7
1021,863,Perrserker,STEEL,,440,70,110,100,50,60,50,Field,,Medium-Fast,5,15,4,14,7,10,7,8,3d4,6
1022,864,Cursola,GHOST,,510,60,95,50,145,130,30,Water-1,Water-3,Fast,10,13,4,12,4,12,19,17,3d4,7
1023,865,Sirfetch'd,FIGHTING,,507,62,135,95,68,82,65,Flying,Field,Medium-Fast,5,13,4,17,9,12,9,11,3d4,7
1024,866,Mr.-Rime,ICE,PSYCHIC,520,80,85,75,110,100,70,Human-Like,,Medium-Fast,5,17,5,11,9,11,14,13,3d4,7
1025,867,Runerigus,GROUND,GHOST,483,58,95,145,50,105,30,Mineral,Amorphous,Medium-Fast,5,12,3,12,4,16,7,14,3d4,10
1026,868,Milcery,FAIRY,,270,45,40,40,50,61,34,Fairy,Amorphous,Medium-Fast,5,10,3,5,5,7,7,8,3d4,4
1027,869,Alcremie,FAIRY,,495,65,60,75,110,121,64,Fairy,Amorphous,Medium-Fast,5,14,4,8,8,13,14,16,3d4,7
1028,870,Falinks,FIGHTING,,470,65,100,100,70,60,75,Fairy,Mineral,Medium-Fast,5,14,4,13,10,10,9,8,3d4,6
1029,871,Pincurchin,ELECTRIC,,435,48,101,95,91,85,15,Water-1,Amorphous,Medium-Fast,5,10,3,13,2,12,12,11,3d4,7
1030,872,Snom,ICE,BUG,185,30,25,35,45,30,20,Bug,,Medium-Fast,5,7,2,4,3,5,6,4,3d4,2
1031,873,Frosmoth,ICE,BUG,475,70,65,60,125,90,65,Bug,,Medium-Fast,5,15,4,9,9,10,16,12,3d4,6
1032,874,Stonjourner,ROCK,,470,100,125,135,20,20,70,Mineral,,Slow,-10,21,6,16,9,10,3,3,3d4,6
1033,875,Eiscue-Ice-Face,ICE,,470,75,80,110,65,90,50,Water-1,Field,Slow,-10,16,4,10,7,13,9,12,3d4,8
1034,875,Eiscue-Noice-Face,ICE,,470,75,80,70,65,50,130,Water-1,Field,Slow,-10,16,4,10,17,8,9,7,3d4,4
1035,876,Indeedee-Male,PSYCHIC,NORMAL,475,60,65,55,105,95,95,Fairy,,Fast,10,13,4,9,12,10,14,12,3d4,6
1036,876,Indeedee-Female,PSYCHIC,NORMAL,475,70,55,65,95,105,85,Fairy,,Fast,10,15,4,7,11,11,12,14,3d4,6
1037,877,Morpeko-Full-Belly-Mode,ELECTRIC,DARK,436,58,95,58,70,58,97,Field,Fairy,Medium-Fast,5,12,3,12,13,8,9,8,3d4,4
1038,877,Morpeko-Hangry-Mode,ELECTRIC,DARK,436,58,95,58,70,58,97,Field,Fairy,Medium-Fast,5,12,3,12,13,8,9,8,3d4,4
1039,878,Cufant,STEEL,,330,72,80,49,40,49,40,Field,Mineral,Medium-Fast,5,15,4,10,5,7,5,7,3d4,3
1040,879,Copperajah,STEEL,,500,122,130,69,80,69,30,Field,Mineral,Medium-Fast,5,25,7,17,4,9,10,9,3d4,5
1041,880,Dracozolt,ELECTRIC,DRAGON,505,90,100,90,80,70,75,No-Eggs-Discovered,,Slow,-10,19,5,13,10,10,10,9,3d4,6
1042,881,Arctozolt,ELECTRIC,ICE,505,90,100,90,90,80,55,No-Eggs-Discovered,,Slow,-10,19,5,13,7,11,12,10,3d4,6
1043,882,Dracovish,WATER,DRAGON,505,90,90,100,70,80,75,No-Eggs-Discovered,,Slow,-10,19,5,12,10,12,9,10,3d4,7
1044,883,Arctovish,WATER,ICE,505,90,90,100,80,90,55,No-Eggs-Discovered,,Slow,-10,19,5,12,7,12,10,12,3d4,7
1045,884,Duraludon,STEEL,DRAGON,535,70,95,115,120,50,85,Mineral,Dragon,Medium-Fast,5,15,4,12,11,11,15,7,3d4,6
1046,885,Dreepy,DRAGON,GHOST,270,28,60,30,40,30,82,Amorphous,Dragon,Slow,-10,6,2,8,11,4,5,4,3d4,2
1047,886,Drakloak,DRAGON,GHOST,410,68,80,50,60,50,102,Amorphous,Dragon,Slow,-10,14,4,10,13,7,8,7,3d4,4
1048,887,Dragapult,DRAGON,GHOST,600,88,120,75,100,75,142,Amorphous,Dragon,Slow,-10,18,5,15,18,10,13,10,3d4,6
1049,888,Zacian-Crowned-Sword,FAIRY,STEEL,720,92,170,115,80,115,148,No-Eggs-Discovered,,Slow,-10,19,5,22,19,15,10,15,3d4,9
1050,888,Zacian-Hero-of-Many-Battles,FAIRY,,670,92,130,115,80,115,138,No-Eggs-Discovered,,Slow,-10,19,5,17,18,15,10,15,3d4,9
1051,889,Zamazenta-Crowned-Shield,FIGHTING,STEEL,720,92,130,145,80,145,128,No-Eggs-Discovered,,Slow,-10,19,5,17,16,19,10,19,3d4,11
1052,889,Zamazenta-Hero-of-Many-Battles,FIGHTING,,670,92,130,115,80,115,138,No-Eggs-Discovered,,Slow,-10,19,5,17,18,15,10,15,3d4,9
1053,890,Eternatus,POISON,DRAGON,690,140,85,95,145,95,130,No-Eggs-Discovered,,Slow,-10,29,8,11,17,12,19,12,3d4,7
1054,890,Eternatus-Eternamax,POISON,DRAGON,1125,255,115,250,125,250,130,No-Eggs-Discovered,,Slow,-10,52,13,15,17,32,16,32,3d4,20
1055,891,Kubfu,FIGHTING,,385,60,90,60,53,50,72,No-Eggs-Discovered,,Slow,-10,13,4,12,9,7,7,7,3d4,4
1056,892,Urshifu-Single-Strike-Style,FIGHTING,DARK,550,100,130,100,63,60,97,No-Eggs-Discovered,,Slow,-10,21,6,17,13,10,8,8,3d4,6
1057,892,Urshifu-Rapid-Strike-Style,FIGHTING,WATER,550,100,130,100,63,60,97,No-Eggs-Discovered,,Slow,-10,21,6,17,13,10,8,8,3d4,6
1058,893,Zarude,DARK,GRASS,600,105,120,105,70,95,105,No-Eggs-Discovered,,Slow,-10,22,6,15,14,13,9,12,3d4,8
1059,894,Regieleki,ELECTRIC,,580,80,100,50,100,50,200,No-Eggs-Discovered,,Slow,-10,17,5,13,25,7,13,7,3d4,4
1060,895,Regidrago,DRAGON,,580,200,100,50,100,50,80,No-Eggs-Discovered,,Slow,-10,41,11,13,10,7,13,7,3d4,4
1061,896,Glastrier,ICE,,580,100,145,130,65,110,30,No-Eggs-Discovered,,Slow,-10,21,6,19,4,15,9,14,3d4,9
1062,897,Spectrier,GHOST,,580,100,65,60,145,80,130,No-Eggs-Discovered,,Slow,-10,21,6,9,17,9,19,10,3d4,5
1063,898,Calyrex,PSYCHIC,GRASS,500,100,80,80,80,80,80,No-Eggs-Discovered,,Slow,-10,21,6,10,10,10,10,10,3d4,6
1064,898,Calyrex-Ice-Rider,PSYCHIC,ICE,680,100,165,150,85,130,50,No-Eggs-Discovered,,Slow,-10,21,6,21,7,18,11,17,3d4,11
1065,898,Calyrex-Shadow-Rider,PSYCHIC,GHOST,680,100,85,80,165,100,150,No-Eggs-Discovered,,Slow,-10,21,6,11,19,12,21,13,3d4,7
1066,899,Wyrdeer,NORMAL,PSYCHIC,525,103,105,72,105,75,65,Field,,Slow,-10,21,6,14,9,10,14,10,3d4,5
1067,900,Kleavor,BUG,ROCK,500,70,135,95,45,70,85,Bug,,Medium-Fast,5,15,4,17,11,11,6,9,3d4,6
1068,901,Ursaluna,NORMAL,GROUND,550,130,140,105,45,80,50,Field,,Medium-Fast,5,27,7,18,7,12,6,10,3d4,7
1069,902,Basculegion-Male,WATER,GHOST,530,120,112,65,80,75,78,Water-2,,Medium-Fast,5,25,7,14,10,9,10,10,3d4,5
1070,902,Basculegion-Female,WATER,GHOST,530,120,92,65,100,75,78,Water-2,,Medium-Fast,5,25,7,12,10,9,13,10,3d4,5
1071,903,Sneasler,POISON,FIGHTING,510,80,130,60,40,80,120,Field,,Medium-Slow,-5,17,5,17,15,9,5,10,3d4,5
1072,904,Overqwil,DARK,POISON,510,85,115,95,65,65,85,Water-2,,Medium-Fast,5,18,5,15,11,10,9,9,3d4,6
1073,905,Enamorus-Incarnate-Forme,FAIRY,FLYING,580,74,115,70,135,80,106,No-Eggs-Discovered,,Slow,-10,15,4,15,14,10,17,10,3d4,6
1074,905,Enamorus-Therian-Forme,FAIRY,FLYING,580,74,115,110,135,100,46,No-Eggs-Discovered,,Slow,-10,15,4,15,6,14,17,13,3d4,8
